date,open,high,low,close,volume
1518172514789,8210.01,8225.0,8210.0,8219.35,16.205347
1518172574789,8224.57,8250.0,8224.57,8250.0,16.373577
1518172634789,8250.0,8299.69,8249.01,8299.69,27.432568
1518172694789,8288.01,8319.0,8270.02,8311.0,48.182219
1518172754789,8311.01,8320.0,8298.94,8298.97,49.394688
1518172814789,8298.96,8310.0,8263.93,8279.96,21.501938
1518172874789,8270.14,8280.24,8270.0,8280.24,18.460451
1518172934789,8280.24,8300.0,8272.13,8294.99,13.53721
1518172994789,8294.95,8299.86,8263.93,8268.85,16.265966
1518173054789,8275.92,8278.98,8268.85,8269.0,7.668582
1518173114789,8275.13,8277.99,8250.83,8260.18,17.671149
1518173174789,8260.2,8270.0,8250.92,8262.0,10.12112
1518173234789,8268.97,8286.83,8268.97,8270.0,23.942729
1518173294789,8270.22,8286.81,8270.0,8279.01,17.4449
1518173354789,8279.01,8299.5,8279.0,8285.01,22.591067
1518173414789,8296.14,8300.0,8284.15,8294.92,37.343391
1518173474789,8294.9,8294.91,8250.3,8269.01,17.538195
1518173534789,8269.01,8299.0,8268.36,8285.04,24.130646
1518173594789,8296.99,8296.99,8269.0,8281.23,9.414918
1518173654789,8277.36,8284.74,8270.0,8275.0,7.042311
1518173714789,8275.04,8281.73,8230.0,8234.99,29.246896
1518173774789,8249.88,8249.88,8218.0,8230.0,11.442278
1518173834789,8230.0,8270.0,8220.06,8244.11,14.866666
1518173894789,8244.21,8295.99,8244.21,8260.27,17.514954
1518173954789,8260.28,8269.93,8250.04,8264.99,4.18352
1518174014789,8258.1,8263.98,8240.2,8244.07,23.794653
1518174074789,8257.99,8257.99,8230.0,8248.0,23.656964
1518174134789,8235.22,8250.0,8234.97,8235.28,18.675158
1518174194789,8235.33,8242.98,8230.0,8235.25,6.610559
1518174254789,8233.27,8235.26,8230.0,8232.66,6.051136
1518174314789,8232.66,8260.96,8230.04,8260.91,27.548732
1518174374789,8250.14,8260.82,8230.01,8230.01,19.265051
1518174434789,8235.1,8250.01,8227.82,8230.0,13.96843
1518174494789,8233.4,8255.0,8232.99,8238.94,23.537779
1518174554789,8247.83,8249.0,8233.11,8248.99,11.963863
1518174614789,8248.99,8253.99,8239.03,8239.27,12.667905
1518174674789,8250.0,8251.89,8239.31,8241.17,5.545169
1518174734789,8241.24,8250.0,8241.23,8249.96,13.096788
1518174794789,8249.96,8269.95,8249.89,8269.94,41.259385
1518174854789,8269.95,8274.89,8260.0,8264.29,16.409164
1518174914789,8272.83,8287.99,8264.25,8269.0,15.470203
1518174974789,8287.9,8288.0,8266.83,8270.1,7.259832
1518175034789,8270.1,8290.0,8270.1,8290.0,12.334241
1518175094789,8286.83,8310.0,8286.8,8301.0,30.699373
1518175154789,8301.0,8321.0,8301.0,8311.01,22.94005
1518175214789,8312.0,8329.0,8310.13,8321.03,23.037173
1518175274789,8325.0,8334.0,8321.02,8334.0,18.430524
1518175334789,8333.0,8339.0,8322.06,8322.06,18.265018
1518175394789,8326.8,8326.83,8278.69,8315.99,55.617195
1518175454789,8320.0,8330.0,8301.62,8323.98,20.696767
1518175514789,8323.96,8323.96,8303.0,8310.0,18.413558
1518175574789,8311.0,8320.27,8276.26,8294.66,55.58387
1518175634789,8280.32,8305.99,8278.68,8301.01,9.181744
1518175694789,8301.01,8310.56,8282.0,8283.07,25.047944
1518175754789,8290.0,8300.0,8276.0,8290.87,18.618975
1518175814789,8290.9,8310.01,8290.79,8310.01,20.478153
1518175874789,8310.01,8318.0,8303.49,8310.11,14.129382
1518175934789,8309.95,8317.99,8295.02,8317.94,17.771734
1518175994789,8306.11,8327.0,8305.96,8327.0,22.504347
1518176054789,8326.01,8333.99,8320.01,8327.03,28.563963
1518176114789,8329.89,8333.96,8305.96,8305.97,19.373612
1518176174789,8320.01,8326.0,8305.96,8326.0,14.582354
1518176234789,8325.69,8340.85,8325.67,8340.85,16.573266
1518176294789,8340.86,8345.0,8331.0,8340.01,16.105224
1518176354789,8340.01,8345.0,8330.0,8340.67,27.034131
1518176414789,8340.63,8360.0,8335.4,8350.09,41.625163
1518176474789,8357.49,8360.11,8350.0,8358.9,19.551495
1518176534789,8358.9,8393.08,8355.02,8393.07,43.296056
1518176594789,8380.13,8395.0,8360.0,8369.99,35.048167
1518176654789,8360.0,8364.99,8330.0,8351.0,53.359465
1518176714789,8351.11,8386.81,8342.13,8379.9,28.506451
1518176774789,8379.84,8380.02,8360.57,8360.77,13.043544
1518176834789,8360.74,8369.02,8359.92,8359.93,18.142766
1518176894789,8359.85,8364.84,8350.12,8351.11,17.906804
1518176954789,8351.11,8365.0,8320.02,8337.35,59.408442
1518177014789,8337.31,8337.32,8321.0,8334.92,12.876609
1518177074789,8334.92,8351.09,8321.08,8332.7,14.351047
1518177134789,8332.71,8351.0,8325.91,8330.0,24.300475
1518177194789,8344.97,8348.66,8325.7,8330.05,11.234827
1518177254789,8330.0,8340.0,8311.0,8320.0,21.413257
1518177314789,8313.27,8320.0,8290.0,8300.0,41.335669
1518177374789,8300.0,8314.0,8280.0,8298.98,24.109936
1518177434789,8298.82,8298.98,8250.0,8281.54,31.216423
1518177494789,8281.53,8281.53,8268.0,8272.45,16.931859
1518177554789,8280.39,8288.03,8272.24,8288.03,11.432184
1518177614789,8288.03,8300.0,8281.46,8297.0,9.901321
1518177674789,8297.0,8300.0,8294.99,8300.0,10.327918
1518177734789,8300.0,8300.0,8294.03,8295.04,15.160393
1518177794789,8295.04,8299.0,8289.0,8294.07,7.835309
1518177854789,8294.07,8294.77,8275.0,8286.69,22.64998
1518177914789,8286.68,8286.7,8265.0,8269.98,25.196923
1518177974789,8269.94,8287.97,8265.0,8285.4,27.050347
1518178034789,8281.03,8287.97,8278.0,8281.31,20.221605
1518178094789,8281.25,8285.38,8273.22,8280.0,6.356516
1518178154789,8280.0,8294.0,8277.03,8280.02,17.551643
1518178214789,8281.31,8289.04,8275.0,8282.0,8.497391
1518178274789,8281.63,8299.0,8280.0,8298.0,14.019512
1518178334789,8298.0,8298.99,8277.47,8282.03,15.712692
1518178394789,8288.13,8293.76,8282.02,8288.0,8.294029
1518178454789,8288.0,8293.76,8280.07,8281.3,8.806941
1518178514789,8281.3,8286.08,8270.0,8275.0,10.999001
1518178574789,8275.0,8275.33,8260.12,8260.12,15.933279
1518178634789,8265.12,8269.6,8260.12,8260.21,10.065725
1518178694789,8264.42,8270.0,8250.21,8267.45,21.198292
1518178754789,8260.33,8267.39,8250.0,8257.4,15.953106
1518178814789,8257.4,8260.0,8220.0,8225.21,50.338574
1518178874789,8225.2,8258.99,8218.08,8229.99,13.697509
1518178934789,8229.98,8252.0,8220.05,8236.51,28.984116
1518178994789,8236.45,8236.51,8209.0,8216.0,25.048889
1518179054789,8216.88,8220.15,8201.95,8208.56,32.813829
1518179114789,8201.99,8216.0,8201.95,8210.06,17.720757
1518179174789,8210.08,8246.17,8210.08,8241.18,15.711282
1518179234789,8241.18,8241.18,8210.15,8219.98,19.946323
1518179294789,8215.85,8233.0,8212.77,8229.03,8.018648
1518179354789,8229.11,8245.71,8226.0,8236.44,9.946673
1518179414789,8231.04,8248.51,8231.02,8245.89,14.542732
1518179474789,8236.58,8260.12,8236.54,8260.12,14.313856
1518179534789,8260.99,8280.0,8250.08,8279.0,12.49862
1518179594789,8278.99,8286.06,8246.16,8250.0,40.542266
1518179654789,8249.99,8267.09,8249.99,8264.0,12.845757
1518179714789,8264.02,8273.88,8256.06,8264.91,5.429579
1518179774789,8264.91,8268.73,8247.0,8253.5,10.64048
1518179834789,8250.0,8263.0,8227.73,8248.84,26.55476
1518179894789,8247.98,8257.87,8233.24,8246.79,16.461259
1518179954789,8246.79,8257.0,8235.01,8247.0,5.005257
1518180014789,8247.0,8262.31,8246.79,8258.84,11.656105
1518180074789,8247.79,8265.0,8247.79,8259.95,5.78991
1518180134789,8259.9,8259.96,8254.22,8259.96,5.322515
1518180194789,8259.96,8261.69,8259.95,8261.69,11.169263
1518180254789,8260.0,8269.0,8259.95,8260.0,8.104611
1518180314789,8264.99,8265.99,8255.18,8256.0,11.945677
1518180374789,8257.0,8257.0,8250.01,8254.5,13.502311
1518180434789,8254.5,8255.0,8230.01,8244.98,16.18966
1518180494789,8245.0,8257.0,8220.0,8220.0,17.917096
1518180554789,8226.01,8242.99,8219.95,8240.0,25.45824
1518180614789,8239.96,8242.0,8232.17,8235.0,9.694012
1518180674789,8236.0,8247.0,8235.0,8241.0,4.412501
1518180734789,8241.07,8247.0,8236.05,8236.65,4.649149
1518180794789,8241.0,8248.0,8237.01,8237.01,5.985392
1518180854789,8237.02,8258.03,8236.67,8236.67,52.458518
1518180914789,8239.0,8257.96,8236.67,8250.25,40.014248
1518180974789,8241.99,8247.59,8236.67,8247.29,16.737878
1518181034789,8247.33,8247.44,8237.0,8245.73,14.035647
1518181094789,8241.01,8250.3,8241.01,8247.0,25.870712
1518181154789,8247.0,8250.3,8237.5,8241.0,29.543022
1518181214789,8241.0,8245.54,8230.0,8238.0,34.646683
1518181274789,8236.7,8238.74,8225.0,8230.01,13.686891
1518181334789,8230.03,8250.0,8228.11,8231.2,23.400413
1518181394789,8238.03,8249.3,8236.27,8245.06,9.880116
1518181454789,8238.19,8248.99,8237.05,8248.99,5.410829
1518181514789,8243.93,8243.93,8231.0,8240.0,6.072534
1518181574789,8243.0,8249.3,8237.1,8249.29,15.526508
1518181634789,8249.27,8298.99,8249.27,8290.01,44.694317
1518181694789,8290.01,8300.0,8255.01,8285.35,29.140466
1518181754789,8285.37,8300.0,8283.13,8298.72,13.862853
1518181814789,8298.71,8307.36,8287.03,8300.07,24.848061
1518181874789,8307.33,8314.99,8283.09,8299.65,30.339543
1518181934789,8297.68,8297.68,8283.09,8294.97,8.383303
1518181994789,8294.97,8302.71,8290.0,8300.0,30.308508
1518182054789,8300.0,8302.7,8293.99,8300.0,8.327502
1518182114789,8300.0,8300.98,8295.08,8299.0,14.69696
1518182174789,8299.0,8299.0,8286.25,8296.95,17.582389
1518182234789,8291.61,8297.0,8260.13,8270.0,18.899171
1518182294789,8279.97,8280.0,8253.0,8255.16,17.224993
1518182354789,8259.81,8290.0,8255.04,8269.95,30.031015
1518182414789,8269.85,8286.49,8259.89,8271.0,23.545926
1518182474789,8271.0,8271.0,8255.0,8264.92,18.477811
1518182534789,8264.92,8287.0,8256.31,8271.11,64.355333
1518182594789,8275.0,8275.0,8260.0,8270.0,10.079358
1518182654789,8270.01,8275.0,8260.0,8264.95,8.470042
1518182714789,8265.51,8280.0,8261.67,8261.67,15.455925
1518182774789,8279.03,8286.23,8264.7,8266.9,3.803612
1518182834789,8266.93,8287.0,8266.87,8269.11,10.724258
